0,230
1,148
1,244
2,89
2,7
3,77
3,204
4,92
5,171
5,7
5,107
5,232
6,169
6,121
6,34
7,108
7,85
7,155
7,155
7,175
7,128
7,187
7,57
7,190
8,89
9,82
9,82
9,37
10,262
11,74
12,167
13,254
13,116
14,15
14,132
15,178
16,64
17,190
18,208
18,226
18,161
19,258
20,146
20,48
21,62
22,125
22,84
23,65
23,25
24,238
25,87
26,249
26,203
26,146
27,226
28,163
29,60
30,181
30,223
31,176
32,214
33,49
33,165
34,81
35,56
36,64
38,84
38,110
39,154
40,255
41,196
41,191
42,163
42,264
43,217
43,187
44,190
44,132
45,83
46,242
46,126
46,47
46,237
47,227
47,124
49,55
50,141
51,66
51,136
52,125
53,202
53,217
53,217
53,229
53,171
54,102
54,201
54,139
55,149
55,101
57,60
58,111
58,104
59,159
61,242
61,171
61,180
61,105
61,155
62,225
62,238
63,123
65,119
65,250
65,141
65,239
65,133
66,148
66,183
67,255
68,150
68,92
69,72
70,163
70,189
71,102
73,253
73,217
73,73
74,161
75,239
76,219
76,130
77,240
77,235
78,236
79,139
80,110
80,209
82,262
82,193
86,120
86,135
87,132
88,255
89,90
89,211
90,236
91,135
92,184
92,192
92,188
93,128
94,210
95,153
96,185
96,226
96,226
97,176
98,194
98,170
98,251
99,163
100,144
100,201
100,167
100,125
101,142
102,130
103,221
104,246
105,197
106,115
106,179
109,169
110,143
111,174
111,256
112,224
113,222
114,262
117,260
118,190
122,204
123,146
123,125
123,214
124,129
124,236
124,125
125,234
125,140
126,209
127,190
127,207
128,243
129,176
130,209
130,178
131,207
131,264
132,201
133,200
133,161
134,171
135,154
137,196
138,238
139,251
139,185
139,252
142,211
143,242
144,172
145,248
147,167
148,189
148,165
148,159
150,236
151,176
152,260
155,265
156,219
156,174
157,184
158,171
159,206
159,188
159,205
160,178
161,217
161,221
162,237
163,167
164,230
166,169
167,246
167,208
167,196
168,254
169,260
170,255
170,228
171,214
171,255
171,208
172,227
173,222
175,210
176,215
176,188
176,241
177,217
177,188
177,219
178,180
178,224
179,234
181,252
182,243
182,201
183,183
184,198
184,264
185,261
186,237
187,235
188,251
189,196
190,253
191,226
195,237
199,212
200,249
200,256
205,209
205,237
210,255
212,253
212,214
213,250
216,242
218,257
220,242
220,263
221,252
226,265
226,242
226,232
227,264
227,255
231,263
233,242
233,259
237,264
244,247
245,254
250,251
251,263
251,265
253,264
257,261
