0,12
0,78
0,237
0,181
1,234
1,8
1,78
1,50
1,213
2,94
2,92
2,53
3,162
3,209
4,51
4,217
5,14
6,189
6,239
7,9
7,196
8,162
10,48
10,35
11,33
11,136
11,46
12,155
12,51
12,227
13,92
14,14
14,59
14,228
14,188
14,191
14,213
14,27
15,78
15,173
16,27
16,164
16,36
17,211
17,60
18,185
19,203
20,182
20,182
21,37
22,33
22,133
23,215
24,75
25,138
26,70
28,43
28,214
29,230
30,111
30,172
31,44
31,230
32,55
33,96
33,213
33,187
33,221
33,246
33,135
34,61
36,101
37,139
37,130
38,39
39,117
40,100
40,101
40,156
41,96
42,62
43,193
43,243
43,145
45,143
47,155
48,89
49,72
51,135
52,110
52,249
54,183
54,122
55,151
56,156
57,146
58,232
59,68
59,138
63,130
63,118
64,74
64,117
65,210
65,77
65,148
65,172
65,162
66,121
66,204
67,222
67,78
68,204
68,223
68,180
68,133
69,151
71,231
71,142
72,185
72,198
72,222
73,86
74,189
74,213
74,230
75,175
75,241
76,134
77,233
77,124
77,153
77,86
78,206
78,173
78,84
78,158
78,204
78,89
78,91
78,87
79,172
80,192
80,204
80,204
80,136
81,206
81,207
82,250
83,94
83,101
85,142
85,218
88,96
89,238
90,147
90,163
91,248
91,218
93,213
94,211
94,245
94,103
94,196
95,220
95,161
96,203
96,163
96,189
96,206
96,219
97,169
97,173
97,170
97,182
97,123
98,108
99,234
100,103
101,201
102,137
102,205
102,192
103,234
104,232
104,112
105,167
105,113
105,127
106,130
107,229
107,143
108,162
108,140
109,233
110,148
110,133
112,117
112,141
112,204
112,160
113,127
113,231
114,211
115,197
116,158
116,195
117,238
117,180
118,128
119,128
120,225
122,165
125,208
126,233
127,241
127,190
129,218
129,238
130,179
131,231
132,199
136,206
136,172
136,168
136,184
136,212
138,178
140,224
141,168
142,189
142,147
144,206
147,172
148,172
149,243
149,242
150,228
152,184
153,227
154,200
155,230
156,185
156,202
156,238
156,159
157,250
160,205
160,239
160,166
160,199
161,227
161,232
162,172
163,226
165,232
166,232
168,176
168,205
170,172
171,188
172,198
172,202
172,173
174,232
175,219
177,186
180,184
181,239
182,206
183,194
196,217
196,204
196,240
201,244
202,207
203,227
204,204
204,249
204,222
204,241
211,229
211,247
216,218
216,222
229,242
230,238
235,249
236,239
